216.244.66.245 - - [23/Dec/2017:18:48:12 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "rpm-us.com"
35.189.173.230 - - [24/Dec/2017:13:29:22 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:48.0) Gecko/20100101 Firefox/48.0" "rpm-us.com"
35.189.173.230 - - [24/Dec/2017:13:29:23 -0800] "GET /xmlrpc.php?rsd HTTP/1.1" 200 73 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:48.0) Gecko/20100101 Firefox/48.0" "rpm-us.com"
35.189.173.230 - - [24/Dec/2017:13:29:23 -0800] "GET / HTTP/1.1" 200 7143 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:48.0) Gecko/20100101 Firefox/48.0" "rpm-us.com"
35.189.173.230 - - [24/Dec/2017:13:29:23 -0800] "GET /blog/index.php/robots.txt HTTP/1.1" 200 73 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:48.0) Gecko/20100101 Firefox/48.0" "rpm-us.com"
35.189.173.230 - - [24/Dec/2017:13:29:23 -0800] "GET /blog/ HTTP/1.1" 200 522 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:48.0) Gecko/20100101 Firefox/48.0" "rpm-us.com"
35.189.173.230 - - [24/Dec/2017:13:29:24 -0800] "GET /wordpress/ HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:48.0) Gecko/20100101 Firefox/48.0" "rpm-us.com"
35.189.173.230 - - [24/Dec/2017:13:29:24 -0800] "GET /wp/ HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:48.0) Gecko/20100101 Firefox/48.0" "rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:31 -0800] "GET / HTTP/1.1" 200 7143 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:31 -0800] "GET /css/main.css HTTP/1.1" 200 7562 "http://www.rpm-us.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:31 -0800] "GET /css/camera.css HTTP/1.1" 200 25990 "http://www.rpm-us.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:32 -0800] "GET /css/style.css HTTP/1.1" 200 1419 "http://www.rpm-us.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:32 -0800] "GET /js/custom.js HTTP/1.1" 200 12866 "http://www.rpm-us.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:32 -0800] "GET /js/jquery-1.js HTTP/1.1" 200 93435 "http://www.rpm-us.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:32 -0800] "GET /js/js2/jquery.min.js HTTP/1.1" 200 94020 "http://www.rpm-us.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:32 -0800] "GET /js/jquery.mobile.customized.min.js HTTP/1.1" 200 17519 "http://www.rpm-us.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:32 -0800] "GET /js/jquery.easing.1.3.js HTTP/1.1" 200 8097 "http://www.rpm-us.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:32 -0800] "GET /js/camera.min.js HTTP/1.1" 200 39331 "http://www.rpm-us.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:32 -0800] "GET /images/logo.png HTTP/1.1" 200 1735 "http://www.rpm-us.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:33 -0800] "GET /images/home.png HTTP/1.1" 200 1257 "http://www.rpm-us.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:33 -0800] "GET /images/mob.png HTTP/1.1" 200 1285 "http://www.rpm-us.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:33 -0800] "GET /images/fax.png HTTP/1.1" 200 1238 "http://www.rpm-us.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:34 -0800] "GET /images/search.png HTTP/1.1" 200 1633 "http://www.rpm-us.com/css/style.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:34 -0800] "GET /images/linkedin.png HTTP/1.1" 200 414 "http://www.rpm-us.com/css/main.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:34 -0800] "GET /images/gogle_plus.png HTTP/1.1" 200 632 "http://www.rpm-us.com/css/main.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:34 -0800] "GET /images/face.png HTTP/1.1" 200 406 "http://www.rpm-us.com/css/main.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:34 -0800] "GET /images/head_bg.png HTTP/1.1" 200 125 "http://www.rpm-us.com/css/main.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:34 -0800] "GET /images/twiter.png HTTP/1.1" 200 656 "http://www.rpm-us.com/css/main.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:34 -0800] "GET /images/camera_skins.png HTTP/1.1" 200 24198 "http://www.rpm-us.com/css/camera.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:34 -0800] "GET /images/camera-loader.gif HTTP/1.1" 200 9289 "http://www.rpm-us.com/css/camera.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:34 -0800] "GET /images/foter_bg.jpg HTTP/1.1" 200 353 "http://www.rpm-us.com/css/main.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:34 -0800] "GET /images/benar_1.jpg?1514152953410 HTTP/1.1" 200 103664 "http://www.rpm-us.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:35 -0800] "GET /images/footer-arrow.png HTTP/1.1" 200 1062 "http://www.rpm-us.com/css/main.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:35 -0800] "GET /images/thumbs/bridge.jpg HTTP/1.1" 404 89 "http://www.rpm-us.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:35 -0800] "GET /images/thumbs/leaf.jpg HTTP/1.1" 404 89 "http://www.rpm-us.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:35 -0800] "GET /images/thumbs/road.jpg HTTP/1.1" 404 89 "http://www.rpm-us.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:35 -0800] "GET /images/benar_2.jpg?1514152954342 HTTP/1.1" 200 131229 "http://www.rpm-us.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:35 -0800] "GET /favicon.ico HTTP/1.1" 404 89 "http://www.rpm-us.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:35 -0800] "GET /images/arrow.png HTTP/1.1" 200 1019 "http://www.rpm-us.com/css/main.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:45 -0800] "GET /images/benar_3.jpg?1514152964528 HTTP/1.1" 200 177258 "http://www.rpm-us.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:47 -0800] "GET /our_portfolio.html HTTP/1.1" 200 11304 "http://www.rpm-us.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:48 -0800] "GET /images/OurPortfolio.jpg HTTP/1.1" 200 221499 "http://www.rpm-us.com/our_portfolio.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:48 -0800] "GET /images/port1.jpg HTTP/1.1" 200 16255 "http://www.rpm-us.com/our_portfolio.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:48 -0800] "GET /images/port2.jpg HTTP/1.1" 200 15532 "http://www.rpm-us.com/our_portfolio.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:48 -0800] "GET /images/port3.jpg HTTP/1.1" 200 59597 "http://www.rpm-us.com/our_portfolio.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:48 -0800] "GET /images/port4.jpg HTTP/1.1" 200 19731 "http://www.rpm-us.com/our_portfolio.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
107.77.92.118 - - [24/Dec/2017:14:02:48 -0800] "GET /undefined?1514152967041 HTTP/1.1" 404 89 "http://www.rpm-us.com/our_portfolio.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36" "www.rpm-us.com"
54.183.130.127 - - [24/Dec/2017:14:21:08 -0800] "GET / HTTP/1.1" 403 255 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36" "www.rpm-us.com"
178.33.39.197 - - [24/Dec/2017:15:46:06 -0800] "GET / HTTP/1.1" 200 7143 "https://google.com/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0" "rpm-us.com"
65.55.210.156 - - [24/Dec/2017:15:47:05 -0800] "GET /css/main.css HTTP/1.1" 200 7562 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b" "rpm-us.com"
199.30.25.239 - - [24/Dec/2017:15:47:05 -0800] "GET /css/style.css HTTP/1.1" 200 1419 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b" "rpm-us.com"
199.30.24.193 - - [24/Dec/2017:15:47:05 -0800] "GET /js/jquery-1.js HTTP/1.1" 200 93435 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b" "rpm-us.com"
65.55.210.194 - - [24/Dec/2017:15:47:06 -0800] "GET /js/custom.js HTTP/1.1" 200 12866 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b" "rpm-us.com"
10.247.27.193 - - [24/Dec/2017:15:47:07 -0800] "GET /js/js2/jquery.min.js HTTP/1.1" 200 94020 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b" "rpm-us.com"
199.30.24.3 - - [24/Dec/2017:15:47:09 -0800] "GET /js/jquery.mobile.customized.min.js HTTP/1.1" 200 17519 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b" "rpm-us.com"
199.30.25.239 - - [24/Dec/2017:15:47:10 -0800] "GET /images/head_bg.png HTTP/1.1" 200 125 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b" "rpm-us.com"
199.30.25.187 - - [24/Dec/2017:15:47:11 -0800] "GET /js/jquery.easing.1.3.js HTTP/1.1" 200 8097 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b" "rpm-us.com"
199.30.25.239 - - [24/Dec/2017:15:47:11 -0800] "GET /js/camera.min.js HTTP/1.1" 200 39331 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b" "rpm-us.com"
10.247.27.193 - - [24/Dec/2017:15:47:13 -0800] "GET /images/logo.png HTTP/1.1" 200 1735 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b" "rpm-us.com"
199.30.25.93 - - [24/Dec/2017:15:47:13 -0800] "GET /images/home.png HTTP/1.1" 200 1257 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b" "rpm-us.com"
199.30.25.239 - - [24/Dec/2017:15:47:14 -0800] "GET /images/mob.png HTTP/1.1" 200 1285 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b" "rpm-us.com"
199.30.25.93 - - [24/Dec/2017:15:47:14 -0800] "GET /images/fax.png HTTP/1.1" 200 1238 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b" "rpm-us.com"
199.30.24.120 - - [24/Dec/2017:15:47:15 -0800] "GET /images/twiter.png HTTP/1.1" 200 656 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b" "rpm-us.com"
